labels,text
"['lowering', 'transportation']","We should adopt vegetarianism because livestock cultivation is the only large source of emissions that could be completely cut without dramatically lowering standards of living, cf. transportation and industry."
"['less', 'prune', 'deseaes', 'sick', 'earth']",Vegetarian food is less prune to deseaes and therefore we will have less sick people in earth
"['produces', 'much', 'meat', 'required']",Meat consumption is excessive. The meat industry produces way too much meat than required and therefore takes lives in a unnecessary amount
"['pain', 'generally']","Even if animals are not sentient, they clearly feel pain. We generally believe avoiding pain is the moral thing to do; inflicting pain on animals, or ending their lives, is immoral for this reason."
"['learn', 'us', 'pause', 'intelligent']","The more we learn about animals the more we learn how intelligent and feeling they are and how they behave in ways similar to us, which should give us pause before killing them for pleasure."
"['culinary', 'adobt', 'gain', 'pressure', 'greater']","the more people adobt vegetarianism the greater the pressure to create good alternatives, which means we will actually gain culinary options."
"['try', 'also', 'society', 'one', 'part', 'like']","One society will adopts’s the vegetarian life , other people also would like to try it and be part of it"
"['send', 'internalize', 'relationships', 'message', 'may']","By adopting vegetarianism, we send to people the message of do no harm, and they may internalize it to their relationships with human beings."
"['different', 'fundamentally', 'experience', 'become', 'sentient']",We should become vegetarians because animals are sentient and their experience is not fundamentally different than that of a human
"['commit', 'violent', 'routinely', 'crimes', 'every', 'worker']",People that kill routinely tend to think death has less meaning; every worker of the industry will be more likely to commit violent crimes against humans.
"['excepting', 'lab', 'great', 'companies', 'develop', 'mass']",Mass excepting of vegetarianism will create a great incentive to companies to develop better supplements as lab grown meat.
"['send', 'internalize', 'relationships', 'message', 'may']","By adopting vegetarianism, we send to people the message of do no harm, and they may internalize it to their relationships with human beings."
"['mistreat', 'know', 'wrong', 'society']",We should adopt vegetarianism because as a society we know that it is wrong to mistreat animals
"['killing', 'taste', 'therefor', 'food', 'survive']",Killing animals for food is wrong. With our modern to technology we can survive on food other than meat and therefor killing animals just for the taste of meat is wrong.
"['killing', 'taste', 'therefor', 'food', 'survive']",Killing animals for food is wrong. With our modern to technology we can survive on food other than meat and therefor killing animals just for the taste of meat is wrong.
"['towards', 'adoption', 'necessary', 'caused']","Because meat is not necessary for a healthy diet, the death and cruelty towards animals caused by meat production is unjustified, and therefore adoption vegetarianism is the moral action."
"['different', 'fundamentally', 'experience', 'become', 'sentient']",We should become vegetarians because animals are sentient and their experience is not fundamentally different than that of a human
"['experience', 'sophisticated']","A vegetarian diet encourages people to try a more diverse range of international cuisines, leading to both a more sophisticated experience of world cultures and a more pleasurable eating experience."
"['greenhouse', 'farms', 'produce', 'environment', 'lot']",Adopting vegetarianism is very important for the environment because animal farms produce a lot of greenhouse gases.
"['show', 'mercy', 'companion', 'society', 'make']",Not adopting the vegetarian life we make a society that doesn’t have companion to other animals to show them mercy
"['cheaper', 'vegetables']","A vegetarian diet is cheaper than a meat-based one, since vegetables are cheaper than meats."
"['laws', 'continued', 'break']",The meat industry by nature needs to violate animal rights laws to increase profits; the continued existence of the meat industry is an incentive to break laws.
"['food', 'interesting', 'adopted', 'constraint', 'giving', 'invent']",Vegetarian food is very very tasty. The constraint of giving up meat causes vegetarians to invent original and interesting food that those who have not adopted vegetarianism will not think to trying.
"['less', 'prune', 'deseaes', 'sick', 'earth']",Vegetarian food is less prune to deseaes and therefore we will have less sick people in earth
"['respect', 'order', 'kill', 'get', 'way']",We have a way to respect animals life by that we don’t eat them and kill them in order to get our food. Adopt vegetarian
"['cows', 'equivalent', 'sheep', 'obviously', 'vegitarianism']",Eating animals such as cows and sheep is immoral and is equivalent to murder. Vegitarianism is obviously more moral.
"['try', 'also', 'society', 'one', 'part', 'like']","One society will adopts’s the vegetarian life , other people also would like to try it and be part of it"
"['practice', 'face', 'cultures', 'likely']","If vegetarianism is more widespread, cultures which practice it are less likely to face discrimination."
"['issue', 'pushing', 'continuously', 'effectively', 'infinite', 'children']","By pushing animals to continuously breed and then treating their children horribly, humans are causing effectively infinite suffering to animals which isn't an issue in vegetarianism."
